Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a
RCSL4;2,14;-27.043,50;-2,75;4,436;0,00%;2,912;-339,46;121,54;-1,91;118,51;73,38;3,65%;-0,01%;0,98;2,65%;0,01%;10.465.200,00;-59.065.000,00;0;786,20%
CSED3;14,72;-4.503,54;3,8;3,115;1,02%;1,183;6,51;27,43;-3,01;27,7;14,19;11,36%;-0,07%;2,6;5,87%;-0,08%;6.248.870,00;1.478.720.000,00;0,85;0,00%
SEQL3;29,1;-2.347,75;10,13;3,473;0,00%;2,501;21,36;103,77;-7,4;113,32;35,12;3,35%;-0,15%;1,39;3,31%;-0,43%;30.567.500,00;397.388.000,00;1,75;0,00%
SUZB3;59,2;-1.353,43;18,08;2,49;0,00%;0,771;8,33;8,37;-0,99;15,29;8,93;29,74%;-0,16%;2,08;10,37%;-1,34%;443.301.000,00;4.458.140.000,00;17,03;39,82%
SOMA3;16,09;-686,53;4,6;5,997;0,00%;3,079;8,57;5.649,67;14,25;5.528,73;75,28;0,11%;-0,87%;2,92;0,07%;-0,67%;39.617.500,00;1.700.030.000,00;0,19;0,00%
FHER3;16,5;-539,87;-5,71;0,346;0,00%;0,522;3,07;3,6;-0,86;3,7;3,33;9,60%;-0,06%;1,54;19,03%;1,06%;94.928.400,00;-155.575.000,00;-0,5;-22,12%
WEST3;10;-453,3;2,72;4,027;0,00%;2,068;3,12;-46,12;3,42;-30,86;-40,21;-8,73%;-0,89%;4,62;-23,24%;-0,60%;5.387.040,00;403.271.000,00;0,08;0,00%
DASA3;64;-412,4;9,94;4,406;0,39%;2,501;68,08;235,3;-5,81;263,92;40,93;1,87%;-1,02%;1,13;1,28%;-2,41%;22.126.800,00;3.527.320.000,00;1,65;24,16%
YDUQ3;32,77;-382,48;3,11;2,524;1,43%;1,05;5,47;38,03;-3,05;49,87;15,33;6,64%;-0,66%;2,52;3,64%;-0,81%;82.649.200,00;3.257.040.000,00;1,6;4,74%
MAPT4;47;-280,47;-7,43;0;0,00%;55,877;-1.107,51;-324,76;-6,56;-324,76;-324,76;0,00%;0,00%;0;-18,10%;2,65%;2.550,80;-5.811.000,00;0;0,00%
DMVF3;9,45;-233,61;0,58;0,489;0,00%;0,332;3,59;6,5;-3,01;5,95;2,86;7,52%;-0,21%;1,41;6,40%;-0,25%;2.754.100,00;827.695.000,00;0,13;0,00%
TCNO3;5,29;-230,39;318,36;0;0,00%;0,149;-0,36;-10,52;-0,18;-20,6;-23,17;0,00%;0,00%;0,29;-1,91%;-138,18%;1.909.810,00;110.000,00;304,96;-56,39%
TCNO4;4,37;-190,33;263;0;0,00%;0,123;-0,29;-8,69;-0,15;-18,77;-21,11;0,00%;0,00%;0,29;-1,91%;-138,18%;2.653.280,00;110.000,00;304,96;-56,39%
NORD3;19,5;-146,22;-0,92;79,354;0,00%;7,462;-2,77;-139,88;-0,83;-180,25;-180,25;-56,73%;-54,27%;0,03;-5,40%;0,63%;15.383,00;-140.225.000,00;-0,27;79,64%
BTOW3;66,71;-140,25;4,05;3,286;0,00%;1,904;5,15;112,07;17,57;105,22;37,1;2,93%;-2,34%;2,38;4,03%;-2,89%;190.736.000,00;9.231.500.000,00;0,55;6,34%
GUAR3;20,5;-121,03;2,08;1,745;2,13%;0,766;2,96;-38,22;-40,23;-42,37;43,63;-4,57%;-1,44%;1,73;-2,79%;-1,72%;15.719.000,00;4.927.370.000,00;0,78;1,20%
LINX3;37,4;-90,95;4,38;7,885;1,52%;2,745;11,96;53,17;47,06;51,49;22,97;14,83%;-8,67%;2,14;6,82%;-4,81%;53.000.000,00;1.619.010.000,00;0,22;15,54%
BRKM5;60;-87,21;111,19;0,697;0,00%;0,508;7,63;3,63;-0,86;5,59;4,29;19,18%;-0,79%;1,19;20,57%;-127,49%;210.277.000,00;430.211.000,00;97,94;7,85%
DTCY3;11,49;-86,59;27,35;10,17;0,00%;5,588;-25,64;-91,48;-9,75;-92,81;47,18;-11,12%;-11,74%;0,5;-6,32%;-31,58%;165.813,00;4.677.000,00;0,51;-3,99%
BRKM3;58,1;-84,45;107,66;0,675;0,00%;0,492;7,39;3,52;-0,83;5,48;4,2;19,18%;-0,79%;1,19;20,57%;-127,49%;1.062.540,00;430.211.000,00;97,94;7,85%
CTSA3;3,08;-83,63;1,2;0,688;0,00%;0,479;-14,84;25,12;-2,88;41,8;21,77;2,74%;-0,82%;0,93;2,31%;-1,43%;449.437,00;285.946.000,00;0,84;6,44%
CTSA4;2,98;-80,92;1,16;0,666;0,00%;0,464;-14,36;24,3;-2,79;40,98;21,35;2,74%;-0,82%;0,93;2,31%;-1,43%;785.146,00;285.946.000,00;0,84;6,44%
OPCT3;8,88;-73,83;1,93;2,787;0,00%;0,932;2,55;107,96;299,89;107,21;16,21;2,58%;-3,78%;3,35;1,60%;-2,62%;5.706.700,00;917.748.000,00;0,88;0,00%
BRKM6;44;-63,95;81,54;0,511;0,00%;0,373;5,6;2,67;-0,63;4,62;3,54;19,18%;-0,79%;1,19;20,57%;-127,49%;4.515,43;430.211.000,00;97,94;7,85%
SBFG3;38,91;-59,98;4,79;3,471;0,00%;1,511;6,7;-116,25;-9,11;-134,73;60,92;-2,99%;-5,79%;1,77;-1,58%;-7,99%;38.432.000,00;1.964.980.000,00;0,97;7,54%
PRNR3;10,3;-58,06;1,78;1,604;0,00%;1,186;3,5;-55,24;5,29;-52,29;26,7;-2,90%;-2,96%;2,54;-2,94%;-3,06%;3.629.530,00;224.975.000,00;0,25;-1,18%
BOBR4;2,61;-52,56;-2,5;0,611;0,00%;1,05;-3,01;9,35;-1,02;13,25;10,11;6,53%;-1,16%;0,53;14,74%;4,77%;1.063.160,00;-271.457.000,00;-1,08;0,80%
ORVR3;29;-47,22;5,56;5,339;0,00%;2,018;7,36;41,04;-15,94;41,01;20,89;13,01%;-3,29%;2,24;7,98%;-11,78%;8.071.830,00;372.441.000,00;0,94;0,00%
CVCB3;27,06;-39,47;15,66;13,827;0,00%;1,127;52,81;-8,64;-3,27;-9,33;-13,94;-159,97%;-39,79%;1,04;-17,11%;-39,67%;166.507.000,00;347.610.000,00;3,4;-16,72%
HBRE3;17,95;-38,57;1,04;24,07;0,00%;0,553;4,82;26,05;-2,99;29,6;29,37;92,38%;-71,98%;2,25;2,67%;-2,71%;2.260.090,00;1.775.530.000,00;0,51;0,00%
GFSA3;4,44;-35,05;0,85;1,359;0,00%;0,308;1,67;19,92;-37,67;29,25;25,79;6,82%;-3,93%;1,42;1,98%;-2,42%;21.458.100,00;1.575.410.000,00;0,84;2,40%
MBLY3;17,4;-33,75;2,67;2,814;0,00%;1,986;2,98;-54,99;3,23;-39,73;-216,51;-5,12%;-8,34%;4,25;-13,56%;-7,90%;3.595.280,00;694.917.000,00;0,08;0,00%
TELB3;66,02;-32,95;2,98;16,533;0,00%;1,073;4,43;-14,57;-3,28;-12,35;-48,81;-113,50%;-50,18%;4,42;-9,72%;-9,06%;88.942,20;1.501.070.000,00;0,17;79,06%
HBSA3;6,54;-30,73;3,67;3,434;0,00%;0,79;4,42;25,76;-1,49;44,09;19,23;13,33%;-11,18%;3,33;3,84%;-11,94%;39.318.200,00;1.355.570.000,00;3,46;52,34%
ELMD3;18,64;-28,77;3,44;11,677;0,00%;1,58;5,5;-29,46;-24,38;-29,04;-150,56;-39,64%;-41,19%;2,53;-10,38%;-11,94%;3.021.890,00;749.032.000,00;0,88;0,00%
BRML3;10,04;-24,63;0,81;10,169;0,00%;0,447;4,94;18,89;-1,44;23,95;22,23;53,84%;-46,61%;4,7;2,63%;-3,29%;177.988.000,00;10.802.900.000,00;0,39;-7,61%
AALR3;11,96;-21,56;1,18;1,446;0,00%;0,551;24,42;65,68;-1,88;91,81;13,93;2,20%;-6,12%;1,11;0,95%;-5,46%;18.639.300,00;1.201.020.000,00;0,66;-1,06%
ECOR3;11,66;-18,63;56,32;2,012;0,00%;0,716;-12,57;4,72;-0,88;8,8;6,59;42,62%;-10,80%;0,75;17,90%;-302,32%;60.036.300,00;144.166.000,00;59,75;9,67%
TECN3;3,46;-18,43;0,87;1,104;0,00%;0,45;1;9,65;4,35;10,78;18,58;11,44%;-5,99%;4,36;5,98%;-4,71%;12.680.100,00;312.802.000,00;0,44;-7,84%
CEAB3;14;-17,3;1,71;1,111;0,00%;0,635;4,34;-11,56;-3,31;-12,04;28,98;-9,61%;-6,42%;1,5;-7,72%;-9,88%;20.978.600,00;2.524.430.000,00;0,48;-20,89%
TELB4;32,49;-16,21;1,47;8,136;0,00%;0,528;2,18;-7,17;-1,61;-4,95;-19,57;-113,50%;-50,18%;4,42;-9,72%;-9,06%;431.907,00;1.501.070.000,00;0,17;79,06%
MDNE3;9,53;-15,92;0,79;1,33;0,00%;0,371;1,73;11,89;-3,31;12,2;11,41;11,19%;-8,85%;2,04;3,36%;-4,97%;3.215.110,00;1.021.700.000,00;0,13;-4,25%
BIOM3;16,39;-15,71;6,45;17,62;0,00%;2,639;9,35;-20,16;-13,3;-21,87;-21,92;-87,40%;-112,13%;3,56;-17,68%;-41,04%;185.413,00;172.231.000,00;1,08;648,25%
TESA3;50,05;-13,56;2,1;1,074;0,00%;0,531;-1,76;6,8;-1,18;11,83;8,91;15,80%;-7,93%;0,5;8,87%;-15,52%;3.892.770,00;688.967.000,00;1,57;12,55%
TXRX3;31,25;-9,83;-0,43;1,36;0,00%;0,669;-0,49;10,85;-0,31;30,45;20,91;12,54%;-13,83%;0,23;9,33%;4,34%;10.970,00;-311.894.000,00;-0,77;4,45%
AHEB6;51,5;-9,35;-17,57;2,392;0,00%;1,563;-7,79;-12,39;-1,8;-11,94;-15,48;-19,32%;-25,58%;0,52;-14,15%;187,86%;1.140,18;-25.048.000,00;0;53,45%
ECPR3;89;-8,09;1,04;0;0,00%;0,582;1.166,21;-83,14;-1,33;-82,97;-83,14;0,00%;0,00%;1,12;-0,70%;-12,88%;802,3;162.368.000,00;0;0,00%
JBDU3;10,3;-7,98;0,85;0;0,00%;0,271;-1,54;-163,08;-0,4;-181,66;-181,66;0,00%;0,00%;0;-0,17%;-10,59%;3.182.860,00;61.173.000,00;0,1;0,00%
ECPR4;85,8;-7,8;1;0;0,00%;0,561;1.124,28;-80,15;-1,28;-79,98;-80,14;0,00%;0,00%;1,12;-0,70%;-12,88%;3.147,48;162.368.000,00;0;0,00%
ALPK3;8,21;-7,57;2,59;2,784;0,00%;0,583;-3,19;32,1;-0,85;61,41;9,92;8,67%;-36,72%;0,32;1,95%;-34,25%;260.039,00;613.948.000,00;2,54;0,00%
PINE4;3,04;-7,41;0,6;0;0,00%;0;0;0;0;0;0;0,00%;0,00%;0;0,00%;-8,11%;3.965.450,00;750.054.000,00;0;24,34%
AMAR3;8,6;-5,95;2,38;1,136;0,00%;0,686;8,88;43,39;-3,31;66,5;10,08;2,62%;-13,69%;1,18;2,04%;-40,02%;78.734.100,00;945.580.000,00;1,56;-7,08%
BKBR3;11,84;-5,9;1,94;1,515;0,00%;0,886;8,41;-7,37;-2,89;-7,85;-34,24;-20,55%;-25,67%;1,8;-15,13%;-32,90%;25.799.100,00;1.678.940.000,00;0,49;5,44%
JBDU4;7,4;-5,73;0,61;0;0,00%;0,195;-1,11;-117,16;-0,29;-135,74;-135,74;0,00%;0,00%;0;-0,17%;-10,59%;6.644.500,00;61.173.000,00;0,1;0,00%
MYPK3;16,42;-5,62;0,66;0,261;0,00%;0,185;-29,65;14,39;-0,73;37,52;8,69;1,81%;-3,85%;0,99;1,68%;-11,71%;34.055.900,00;3.838.540.000,00;1,45;9,77%
FRIO3;65,02;-5,42;-4,27;0,175;0,00%;0,13;1,02;5,37;-0,5;22,05;9,95;3,25%;-1,88%;1,21;4,77%;78,80%;12.751,90;-62.519.000,00;-21;14,31%
BAHI3;83,2;-5,06;1,13;0,912;0,00%;0,335;-6,01;65,24;-0,71;46,84;13,87;1,40%;-17,98%;0,8;0,63%;-22,36%;77.834,20;177.754.000,00;0,28;142,37%
EMBR3;18,95;-4,96;0,92;0,626;0,00%;0,239;0,71;31,77;-1,53;56,98;12,72;1,97%;-12,58%;2,45;1,05%;-18,48%;192.392.000,00;15.306.500.000,00;1,62;-2,93%
IRBR3;5,72;-4,89;1,65;0,85;3,35%;0,31;0;-3,66;0;0;0;-23,22%;-17,39%;0;0,00%;-33,77%;142.200.000,00;4.395.840.000,00;0;-29,30%
AHEB3;26,01;-4,72;-8,87;1,208;0,00%;0,79;-3,94;-6,26;-0,91;-5,81;-7,53;-19,32%;-25,58%;0,52;-14,15%;187,86%;10.104,80;-25.048.000,00;0;53,45%
TCSA3;8,22;-4,56;0,81;3,575;0,00%;0,343;1,67;-6,54;-2,03;-9,63;-10,53;-54,65%;-79,48%;2,14;-6,23%;-17,72%;10.399.500,00;749.346.000,00;0,74;-8,83%
JFEN3;5,35;-4,3;-1,56;30,608;0,00%;0,442;-5,39;-6;-0,84;-12,06;-12,24;-510,08%;-718,45%;0,91;-7,85%;36,19%;2.355.320,00;-361.555.000,00;-1,61;-38,72%
VLID3;10,75;-4,21;0,73;0,449;0,00%;0,278;2,49;12,71;-2,26;24,86;7,72;3,53%;-10,45%;1,31;2,92%;-17,34%;7.652.610,00;1.208.360.000,00;1,2;6,25%
ADHM3;1,56;-4,09;-1,29;770,924;0,00%;105,126;-1,43;-5,69;-1,27;-5,69;-5,81;-13548,50%;-18860,60%;0;521,70%;31,47%;2.064,00;-19.776.000,00;0;43,48%
AHEB5;21,51;-3,91;-7,34;0,999;0,00%;0,653;-3,25;-5,17;-0,75;-4,73;-6,13;-19,32%;-25,58%;0,52;-14,15%;187,86%;773,23;-25.048.000,00;0;53,45%
SHOW3;5,86;-3,73;2,08;38,794;0,00%;0,77;4,94;-6,02;-5,52;-4,89;-6,36;-644,36%;-1049,42%;1,46;-23,43%;-55,74%;10.348.800,00;189.838.000,00;0,69;-59,27%
CEDO3;10,26;-3,73;0,77;0,153;0,00%;0,142;-4,41;2,67;-0,43;8;5,48;5,75%;-4,72%;0,93;6,62%;-20,56%;56.492,90;133.689.000,00;1,64;5,46%
SGPS3;10,61;-3,63;0,49;0,319;0,00%;0,166;1,76;6,41;-0,75;15,69;7,23;4,98%;-8,79%;1,27;2,94%;-13,42%;2.030.830,00;1.089.570.000,00;0,87;-9,97%
CRDE3;24,55;-3,5;0,56;28,14;0,00%;0,5;3,83;-6,15;5,47;-4,39;-4,4;-457,45%;-802,32%;2,74;-9,66%;-16,10%;12.980,40;105.403.000,00;0;-35,05%
CTNM3;12;-3,49;0,44;0,173;0,00%;0,084;2,58;2,47;-0,33;11,31;6,53;6,99%;-8,21%;1,09;3,87%;-12,67%;14.448,70;831.219.000,00;1,82;-7,02%
TXRX4;9,59;-3,02;-0,13;0,417;0,00%;0,205;-0,15;3,33;-0,09;22,93;15,74;12,54%;-13,83%;0,23;9,33%;4,34%;83.674,00;-311.894.000,00;-0,77;4,45%
VIVR3;4,74;-2,96;-2,22;8,668;0,00%;1,646;-2,07;-12,12;-1,18;-16,57;-17,59;-71,55%;-292,41%;0,3;-15,49%;75,04%;74.526.300,00;-227.027.000,00;-0,95;129,78%
CEDO4;7,77;-2,83;0,58;0,116;0,00%;0,108;-3,34;2,02;-0,32;7,35;5,04;5,75%;-4,72%;0,93;6,62%;-20,56%;369.322,00;133.689.000,00;1,64;5,46%
ESTR4;62,1;-2,59;-0,1;0,343;0,00%;0,215;-0,1;3,64;-0,08;7,57;6,68;9,43%;-13,23%;0,19;6,51%;3,84%;12.970,20;-503.600.000,00;-0,13;-2,13%
MEAL3;3,98;-2,36;0,98;1,028;0,00%;0,411;4,02;-5,55;-1,25;-6,46;-51,59;-18,53%;-43,55%;1,68;-9,75%;-41,61%;18.902.300,00;1.160.480.000,00;0,61;-5,29%
MMXM3;14;-2,17;-0,11;0;0,00%;0,71;-0,1;4,7;-0,09;18,64;18,64;0,00%;0,00%;0,01;25,93%;4,97%;1.871.580,00;-842.661.000,00;-0,32;-28,51%
AZUL4;44,72;-2,07;-0,91;3,245;0,00%;1,018;-2,72;-12,37;-0,56;-16,76;50,13;-26,23%;-156,71%;0,45;-11,49%;44,18%;275.917.000,00;-16.908.800.000,00;-0,46;-12,98%
PLAS3;16,86;-2;-1,03;0,499;0,00%;0,337;-1,62;-2,83;-0,33;-4,81;-30,03;-17,65%;-24,90%;0,6;-13,60%;51,39%;304.864,00;-203.424.000,00;-0,89;4,53%
CTNM4;6,56;-1,91;0,24;0,094;0,00%;0,046;1,41;1,35;-0,18;10,19;5,88;6,99%;-8,21%;1,09;3,87%;-12,67%;205.514,00;831.219.000,00;1,82;-7,02%
AVLL3;26,1;-1,78;1,8;2,246;0,00%;0,262;2,8;-4,82;-0,57;-10,45;-12,01;-46,61%;-150,88%;1,31;-6,53%;-101,29%;242.186,00;324.228.000,00;2,98;0,00%
OIBR4;2,32;-1,78;3,24;2,039;0,00%;0,191;1,22;-4,13;-0,41;-11,68;85,55;-49,39%;-114,89%;1,5;-5,12%;-182,01%;3.772.930,00;4.260.170.000,00;6,62;-24,48%
GOLL4;23,45;-1,49;-0,55;1,937;0,00%;0,781;-1,1;-5,55;-0,36;-11,21;2.987,52;-34,90%;-128,13%;0,24;-17,77%;37,00%;170.488.000,00;-16.833.700.000,00;-0,62;-11,26%
BBRK3;2,44;-1,46;3,55;1,87;0,00%;0,997;-10,96;-6,53;-2,27;-5,39;-8,62;-28,62%;-132,45%;0,75;-19,48%;-242,34%;13.044.800,00;53.983.000,00;0;3,27%
COGN3;4,34;-1,39;0,62;1,716;0,00%;0,273;-6,62;-15,05;-1,13;-26,3;54,35;-11,40%;-123,43%;0,87;-2,12%;-44,62%;181.129.000,00;13.127.600.000,00;0,73;-0,32%
ATMP3;7,7;-1,27;1,55;0,211;0,00%;0,116;-0,52;-5,81;-0,16;-13,52;4,97;-3,63%;-16,68%;0,48;-2,29%;-122,21%;2.231.110,00;132.675.000,00;2,3;-18,78%
OIBR3;1,6;-1,23;2,24;1,406;0,00%;0,132;0,84;-2,85;-0,28;-10,4;76,16;-49,39%;-114,89%;1,5;-5,12%;-182,01%;100.484.000,00;4.260.170.000,00;6,62;-24,48%
INEP4;62,4;-1,21;-0,24;70,736;0,00%;0,372;-0,25;-1,76;-0,16;-4,27;-4,44;-4019,28%;-5674,00%;0,1;-23,14%;19,63%;3.859.170,00;-2.170.940.000,00;-0,34;-51,55%
INEP3;60,94;-1,18;-0,23;69,081;0,00%;0,363;-0,24;-1,72;-0,15;-4,23;-4,4;-4019,28%;-5674,00%;0,1;-23,14%;19,63%;2.863.400,00;-2.170.940.000,00;-0,34;-51,55%
RPMG3;5,16;-1,06;-0,11;0,229;0,00%;0,102;-0,12;-1,14;-0,1;-1,14;-1,15;-20,11%;-21,61%;0,53;-9,09%;10,30%;1.570.740,00;-3.205.130.000,00;0;24,03%
HOOT4;4,37;-1,06;-0,17;3,825;0,00%;0,172;-0,13;-1,47;-0,09;-1,46;-1,85;-259,46%;-362,56%;0,04;-12,02%;16,55%;314.934,00;-459.831.000,00;0;-33,51%
PMAM3;14,97;-0,94;-1,09;0,139;0,00%;0,177;-0,26;-15,65;-0,24;-88,99;32,2;-0,89%;-14,80%;0,38;-1,25%;116,86%;11.397.100,00;-593.952.000,00;-5,41;5,60%
PDGR3;6,63;-0,74;-0,07;1,464;0,00%;0,225;-0,16;-11,61;-0,06;-47,59;-51,5;-12,61%;-197,34%;0,36;-2,35%;9,03%;1.446.910,00;-5.538.610.000,00;-0,23;-3,74%
BAHI11;9,8;-0,6;0,13;0,107;0,00%;0,039;-0,71;7,68;-0,08;-10,72;-3,17;1,40%;-17,98%;0,8;0,63%;-22,36%;15.525,40;177.754.000,00;0,28;142,37%
CEED4;60;-0,45;-0,1;0,159;0,00%;0,117;-0,69;-1,98;-0,06;-5,32;-8,8;-8,06%;-35,58%;0,61;-7,06%;21,94%;1.803,61;-5.915.240.000,00;-0,18;63,69%
CEED3;59,5;-0,44;-0,1;0,158;0,00%;0,116;-0,69;-1,96;-0,06;-5,31;-8,78;-8,06%;-35,58%;0,61;-7,06%;21,94%;9.316,09;-5.915.240.000,00;-0,18;63,69%
SNSY5;6,04;-0,38;-0,03;0,081;0,00%;0,112;-0,35;-1,38;-0,03;-5,16;-10,89;-5,89%;-21,25%;0,64;-9,46%;8,82%;184.993,00;-1.392.670.000,00;-0,1;11,35%
BDLL4;13,05;-0,35;-0,13;1,242;0,00%;0,031;-0,09;-0,54;-0,04;-6,82;-8,42;-231,34%;-350,00%;0,52;-6,84%;35,27%;131.258,00;-166.839.000,00;-1,47;-46,98%
HETA3;120;-0,35;-0,11;37,918;0,00%;5,621;-0,97;-2.781,82;-0,11;-17.535,50;-17.535,50;-1,36%;-10714,70%;0;-0,20%;31,11%;15.037,50;-555.806.000,00;-0,58;-15,93%
BDLL3;12,3;-0,33;-0,12;1,17;0,00%;0,029;-0,08;-0,51;-0,03;-6,79;-8,39;-231,34%;-350,00%;0,52;-6,84%;35,27%;64.642,80;-166.839.000,00;-1,47;-46,98%
GSHP3;38,9;-0,23;-0,12;0,826;0,00%;0,043;-1,27;6,95;-0,04;168,98;137,33;11,88%;-353,92%;0,8;0,69%;51,20%;81.463,50;-627.773.000,00;-3,04;-24,51%
SLED3;1,05;-0,17;-0,12;0,5;0,00%;0,234;-0,98;-0,67;-0,09;-3,25;-4,95;-74,86%;-291,27%;0,65;-51,80%;68,74%;568.692,00;-563.695.000,00;-0,48;-46,36%
TEKA3;38;-0,17;-0,01;0,129;0,00%;0,019;-0,01;-8,74;-0,01;-252,48;256,82;-1,48%;-77,74%;0,03;-0,35%;6,71%;9.668,39;-1.710.890.000,00;-0,31;0,31%
LLIS3;4,29;-0,15;1,24;0,529;0,00%;0,14;1,48;-0,91;-0,21;-5,75;-2,33;-58,44%;-115,38%;1,68;-16,83%;-840,73%;9.948.360,00;238.492.000,00;6,86;-16,51%
SLED4;0,6;-0,1;-0,07;0,286;0,00%;0,134;-0,56;-0,38;-0,05;-2,96;-4,51;-74,86%;-291,27%;0,65;-51,80%;68,74%;873.272,00;-563.695.000,00;-0,48;-46,36%
TEKA4;19,35;-0,08;-0,01;0,066;0,00%;0,01;0;-4,45;0;-248,19;252,46;-1,48%;-77,74%;0,03;-0,35%;6,71%;103.881,00;-1.710.890.000,00;-0,31;0,31%
HETA4;14,19;-0,04;-0,01;4,484;0,00%;0,665;-0,11;-328,95;-0,01;-15.082,60;-15.082,60;-1,36%;-10714,70%;0;-0,20%;31,11%;144.692,00;-555.806.000,00;-0,58;-15,93%
OSXB3;11;-0,04;-0,01;2,756;0,00%;0,023;-0,06;-0,92;0;-121,76;-200,88;-299,01%;-6806,65%;0,03;-2,98%;15,68%;355.060,00;-5.550.780.000,00;-0,82;5,50%
AERI3;10,18;0;7,88;0;0,00%;2,808;6,6;0;72,48;0;0;0,00%;0,00%;2,65;0,00%;0,00%;39.008.400,00;989.867.000,00;1,48;0,00%
AESB3;13,84;0;2,95;0;1,23%;0,575;10,03;-46.417,10;-0,99;-84.523,10;-84.523,10;0,00%;0,00%;1,34;0,00%;0,00%;13.986.000,00;1.872.990.000,00;3,29;0,00%
APER3;46,74;0;2,47;0;0,00%;1,592;0;2.045,82;0;0;0;0,00%;0,00%;0;0,00%;0,00%;7.141.130,00;288.639.000,00;0;-1,09%
BRBI11;21,13;0;6,81;0;0,00%;2,34;7,29;0;7,29;0;0;0,00%;0,00%;1,49;0,00%;0,00%;6.185.890,00;324.651.000,00;0;0,00%
DOTZ3;14;0;-4,71;0;0,00%;9,952;-9,82;0;-4,13;0;0;0,00%;0,00%;0,41;0,00%;0,00%;1.363.070,00;-389.073.000,00;-0,32;0,00%
